"file","mean_grey","sd_grey","mean_area","sd_area","mean_perimeter","sd_perimeter","mean_major","sd_major","mean_minor","sd_minor","mean_ar","sd_ar","mean_turning","sd_turning","duration","N_frames","max_net","net_disp","net_speed","gross_disp","gross_speed","max_step","min_step","sd_step","sd_gross_speed","max_gross_speed","min_gross_speed","id","date","species","comment","manual_count"
"sample_00001",35.3098936170213,4.90900147127278,471.135638297872,133.723447162609,76.7510329787234,11.4138593654309,27.7955808510638,3.3315845589004,21.1958904255319,4.14831834603727,1.34408510638298,0.209038984276309,-0.47,0.66,1.88,47,52.47,52,27.73,208.02,110.65,9.63,0.45,2.22,57.08,240.66,11.24,"sample_00001-10","22.09.22","Ble",NA,5
"sample_00001",19.9551304347826,1.54476127324074,201.822065217391,38.1271236714948,48.4591304347826,5.01100559994379,19.0580673913043,1.68952417444896,13.3998652173913,1.54896086842664,1.43239130434783,0.140190694520141,-0.01,0.25,1.16,23,245.72,246,211.83,249.39,214.99,29.9,7.42,5.51,18.69,254.63,185.39,"sample_00001-105","22.09.22","Ble",NA,5
"sample_00001",74.091216,4.68440942086861,10471.09356,573.424910157414,479.9358216,15.2345270612902,197.2011096,5.20300334679906,67.643586,3.95767786540473,2.926448,0.20601246658175,0,0.07,5,125,1734.98,1735,347,1872.44,374.49,21.42,7.6,2.89,72.15,535.55,190.02,"sample_00001-11","22.09.22","Ble",NA,5
"sample_00001",30.37976,5.14073779498204,465.1749,179.612384949564,79.86627,22.0359193496924,29.554848,8.81488796783999,19.613664,3.28722148977037,1.51305333333333,0.396237060265604,-0.53,1.03,3,75,79.18,75,24.88,302.16,100.72,10.01,0.05,2.75,68.82,250.22,1.22,"sample_00001-121","22.09.22","Ble",NA,5
"sample_00001",26.500632,3.3612046672431,477.24714,75.293290406331,77.2352172,6.73095715474375,29.2768344,2.49290179772114,20.6785872,1.97714953246995,1.423352,0.1359179814352,-0.03,0.65,5,125,302.33,302,60.46,592.54,118.51,8.9,0.16,2.17,54.16,222.61,4.01,"sample_00001-13","22.09.22","Ble",NA,5
"sample_00001",74.5982962962963,11.0396172438941,14866.74,4773.28999747709,533.914275,126.108041216436,212.5395,55.1612677869404,85.6047,16.1461486545028,2.46712962962963,0.395744964868447,0.01,0.06,2.16,54,753.16,753,348.69,760.43,352.05,18.98,5.52,4.05,101.2,474.56,138.07,"sample_00001-145","22.09.22","Ble",NA,5
"sample_00001",23.0249387755102,3.40042966897912,256.414591836735,72.8707620736501,55.0552040816327,8.28271999595793,20.4588642857143,2.9354519950086,15.7421846938776,2.70230401022296,1.31824489795918,0.19457630579161,0.01,0.28,2.12,49,303.24,303,143.04,327.55,154.5,12.73,2.27,2.43,42.22,221.35,56.75,"sample_00001-150","22.09.22","Ble",NA,5
"sample_00001",23.3368823529412,3.15761005484639,257.133308823529,74.8636241515616,56.6222161764706,8.20496051088978,22.4935808823529,3.10342252479846,14.3405735294118,2.26345097075359,1.58411764705882,0.183768755333218,0,0.24,1.44,34,317.11,317,220.21,350.59,243.47,30.5,7.63,3.81,33.18,310.86,190.81,"sample_00001-181","22.09.22","Ble",NA,5
"sample_00001",28.5875161290323,3.88436760078967,245.508387096774,39.3851022201944,54.4632241935484,5.07852723081654,20.6453322580645,2.25584555915472,15.1215241935484,1.68325821552879,1.37883870967742,0.201267168505645,-0.67,0.35,1.4,31,26.96,11,7.86,212.32,151.66,22.54,3.33,4.78,41.92,269.08,83.25,"sample_00001-183","22.09.22","Ble",NA,5
"sample_00001",35.4806774193548,5.41249572830472,566.415362903226,85.407696371945,86.3324455645161,6.43161667571173,30.9088487903226,2.20483933789135,23.3140209677419,2.9212241171199,1.34624193548387,0.194800768389986,-0.03,1.07,5,124,335.46,331,66.15,692.06,138.41,23.53,0.16,3.5,78.94,294.17,4.07,"sample_00001-19","22.09.22","Ble",NA,5
"sample_00001",32.6267368421053,4.39861879508912,560.562631578948,101.733419319042,83.9397315789473,7.53347961728078,30.1145921052632,2.66834381008529,23.5430763157895,2.37857430512679,1.28315789473684,0.0832493649640482,-0.63,0.98,2.28,57,62.78,63,27.53,211.87,92.93,9.04,0.37,2.49,62.6,225.89,9.35,"sample_00001-2","22.09.22","Ble",NA,5
"sample_00001",78.347487804878,14.9437163585936,11977.4255487805,4668.93137804588,510.224926829268,157.423357255142,204.92595,73.4414928013032,71.0598182926829,12.9429439009145,2.79673170731707,0.832571018724236,-0.01,0.07,1.64,41,490.89,491,299.32,493.49,300.91,18.21,4.83,4.18,104.49,455.26,120.7,"sample_00001-20","22.09.22","Ble",NA,5
"sample_00001",24.8900882352941,5.70440401565289,268.711544117647,116.824684951515,56.256525,11.7574920819711,20.8017529411765,3.14054361121295,15.9418720588235,4.18474392473841,1.34558823529412,0.206741841310139,-0.7,0.67,1.52,34,58.61,45,29.51,215.78,141.96,18.64,1.04,3.87,51.37,232.99,26.06,"sample_00001-24","22.09.22","Ble",NA,5
"sample_00001",23.6633983739837,4.06315008567071,309.247134146341,92.8977844968018,61.4054414634146,9.027310441245,22.6103268292683,2.8194699580154,17.1493463414634,3.20266165836446,1.3429756097561,0.196244680972698,0.16,0.8,5,123,538.77,537,107.34,793.87,158.77,16.15,0.27,3.1,72.84,315.92,4.61,"sample_00001-25","22.09.22","Ble",NA,5
"sample_00001",29.0662181818182,3.56280147060322,294.648545454545,62.1290876042342,60.6773945454545,6.80297403564418,22.9139059090909,2.82205962872987,16.3106018181818,2.1678295629048,1.42318181818182,0.228527081960376,-0.52,0.63,4.48,110,43.66,13,2.87,701.86,156.67,9.4,0.16,2.33,58.92,235.04,4.02,"sample_00001-26","22.09.22","Ble",NA,5
"sample_00001",27.5760593220339,5.08552178245946,441.060444915254,136.725916798241,76.9356877118644,12.9675884420072,29.682793220339,5.41803720044665,18.6320593220339,3.38520257294443,1.63000847457627,0.359466140144623,0.44,0.51,4.72,118,148.6,149,31.48,816.95,173.08,10.23,2.18,1.87,46.8,255.72,54.48,"sample_00001-27","22.09.22","Ble",NA,5
"sample_00001",27.9316538461538,4.10855491929789,398.706923076923,146.006946033748,70.3203836538462,13.5891962802337,26.6011788461538,4.94414702585484,18.5325663461538,3.6200028515686,1.44888461538462,0.175019960076956,0,0.31,2.16,52,401.62,402,185.94,433.34,200.62,34.36,2.86,4.17,49.91,286.34,71.59,"sample_00001-28","22.09.22","Ble",NA,5
"sample_00001",28.771528,5.78706128355428,552.96108,123.920510186948,84.8330496,9.47986975784507,31.1393484,3.57535610477686,22.4993052,3.4460442227274,1.411312,0.240539159711758,0.04,0.5,5,125,255.37,218,43.6,670.13,134.03,10.24,1.05,1.87,46.84,255.99,26.29,"sample_00001-30","22.09.22","Ble",NA,5
"sample_00001",24.908776,3.18541678506607,521.5995,127.649515968198,80.713584,10.9337149398137,30.056184,4.01254240289925,21.8135916,2.91642697773165,1.38492,0.140904142662148,-0.03,0.59,5,125,453.05,453,90.61,859.04,171.81,11.26,0.31,2.49,62.22,281.41,7.76,"sample_00001-34","22.09.22","Ble",NA,5
"sample_00001",27.912048,5.94851175187488,350.48862,111.957474686377,64.675098,10.6817907292044,23.6215764,3.99907910640655,18.5306292,3.13722194545552,1.287208,0.181409236881165,-0.07,0.7,5,125,640.64,641,128.13,939.52,187.9,12.13,0.38,3.47,87.01,303.24,9.42,"sample_00001-35","22.09.22","Ble",NA,5
"sample_00001",23.417974137931,3.98964364859866,267.247629310345,88.8192557650482,57.0254314655172,9.07581532050147,21.9783375,2.84236740770539,15.189525,3.0936270420467,1.47631896551724,0.205517188496768,-0.03,0.63,5,116,934.83,935,186.97,1049.69,209.94,31.52,0.09,4.01,72.92,320.37,2.24,"sample_00001-36","22.09.22","Ble",NA,5
"sample_00001",21.5302089552239,2.73863698977005,262.929626865672,88.2826258466173,55.8649746268657,9.70660334277874,20.7475455223881,3.1420015587531,15.8358626865672,2.81702551495721,1.32708955223881,0.176341931222759,0.01,0.27,2.76,67,377.61,378,136.82,424.25,153.71,12.38,3.77,1.52,27.47,214.94,94.28,"sample_00001-38","22.09.22","Ble",NA,5
"sample_00001",21.330014084507,3.21010348517195,240.492992957747,95.6801027453496,52.9842105633803,10.1824712810472,20.3033915492958,3.73861798734301,14.7239176056338,2.89613036194233,1.39787323943662,0.211169324718846,0.01,0.24,3.28,71,759.94,760,231.69,804.92,245.4,32.84,6.07,4.82,33.26,326.94,151.72,"sample_00001-39","22.09.22","Ble",NA,5
"sample_00001",22.328610619469,3.46505206473363,347.500752212389,120.384674126766,64.6456340707965,11.2680224341787,22.9462247787611,3.36566796704981,18.8146871681416,3.80170537251505,1.23669026548673,0.137394640130305,-0.01,0.37,4.68,113,779.47,779,166.55,879.1,187.84,22.62,1.19,2.48,43.19,278.38,29.81,"sample_00001-55","22.09.22","Ble",NA,5
"sample_00001",98.186152,7.64267768168098,18959.9778,1444.17979855941,668.80647,42.6886777719344,277.3483416,18.7337072967298,87.1674048,5.5865537110989,3.1988,0.330205800929878,0,0.05,5,125,2439.53,2440,487.91,2506.8,501.36,29.8,12.55,3.43,85.86,745,313.71,"sample_00001-6","22.09.22","Ble",NA,5
"sample_00001",25.0431495327103,5.15039465936741,286.967102803738,94.665221192566,58.1179542056075,9.58023856227249,21.0417182242991,2.90450368390709,16.9941028037383,3.36089685130823,1.25875700934579,0.150666246243176,-0.75,0.86,4.44,107,39.14,10,2.24,578.6,130.32,24.01,0.05,3.29,60.52,236.84,1.27,"sample_00001-61","22.09.22","Ble",NA,5
"sample_00001",22.3385806451613,2.305790040071,273.948205645161,81.8918552535348,57.9528217741935,9.64088234384886,22.0069161290323,4.78196156714973,15.7255294354839,1.94422848809057,1.41454032258064,0.330877188406855,-0.01,0.38,5,124,764.1,755,151.09,830.72,166.14,16.63,0.45,2.39,55.52,253.69,11.24,"sample_00001-7","22.09.22","Ble",NA,5
"sample_00001",25.0222068965517,4.64829306903782,272.620862068965,101.530376551174,57.7088689655172,10.9396026034134,21.624625862069,3.06888495020762,15.6577189655172,3.70830279350112,1.41651724137931,0.20743391730684,-0.57,0.29,1.32,29,28.62,20,15.34,235.37,178.31,23.62,5.02,4.36,30.31,232.72,125.59,"sample_00001-79","22.09.22","Ble",NA,5
"sample_00001",77.8850880000001,4.02121685165075,9159.41844,598.008391903544,457.4988216,21.9591685017149,188.8181604,8.39657932433744,61.898418,5.03105453951481,3.076456,0.337716418162893,0,0.08,5,125,1701.29,1701,340.26,1835.04,367.01,21.94,6.48,3,75.03,548.62,161.97,"sample_00001-9","22.09.22","Ble",NA,5
"sample_00002",32.3847438016529,6.04712511243831,532.606797520661,190.627753752302,81.0346760330578,14.0244285315081,29.5152285123967,4.49024909534457,22.4061396694215,4.43053612918778,1.33629752066116,0.158536832977287,0.04,0.63,4.84,121,760.85,761,157.2,848.19,175.25,13.41,0.5,3.24,81.03,335.17,12.51,"sample_00002-101","22.09.22","Ble",NA,16
