"file","mean_grey","sd_grey","mean_area","sd_area","mean_perimeter","sd_perimeter","mean_major","sd_major","mean_minor","sd_minor","mean_ar","sd_ar","mean_turning","sd_turning","duration","N_frames","max_net","net_disp","net_speed","gross_disp","gross_speed","max_step","min_step","sd_step","sd_gross_speed","max_gross_speed","min_gross_speed","id","date","time_point","day","trophic_type"
"sample_00001",34.274424,3.23504209541341,650.1951,57.1397841040695,92.8876572,4.23078861170868,34.4568816,2.47933071406358,24.1337232,2.62845665826484,1.450352,0.226504904739318,-0.11,0.66,5,125,186.58,181,36.29,414.59,82.92,5.84,0.19,1.21,30.32,145.91,4.86,"sample_00001-270","22.09.22",0,0,"autotrophic"
"sample_00001",24.600184,2.58751170913355,682.73766,83.4981268796714,104.0354604,6.06287446070442,41.0832972,5.6259374401513,21.6898884,4.60745925049426,2.030792,0.678161714656472,0.04,0.5,5,125,150.73,117,23.39,466.64,93.33,7.81,0.92,1.44,35.88,195.17,22.98,"sample_00001-28","22.09.22",0,0,"autotrophic"
"sample_00001",21.1216,1.89140618025576,850.69926,141.688030282039,105.7926744,9.25576946510412,35.3259468,3.0411882907555,30.4852896,2.84797575726402,1.162032,0.0784963463296017,-0.04,0.55,5,125,307.77,303,60.56,413.8,82.76,7.11,0.61,1.26,31.51,177.74,15.37,"sample_00001-280","22.09.22",0,0,"autotrophic"
"sample_00001",178.758815789474,5.47322057710212,1591.0425,515.557129005118,280.628496710526,79.9465784774422,113.823811184211,31.1044715099695,17.6229355263158,1.34311443187878,6.43288157894737,1.53532278445158,3.04,1.08,3.04,76,41.98,35,11.48,981.43,322.84,41.64,0.12,14.78,369.61,1041,3,"sample_00001-282","22.09.22",0,0,"autotrophic"
"sample_00001",23.046728,1.88700137774536,1057.10832,111.684276272038,117.5394888,6.78658158990861,38.1052512,2.04036593137849,35.23986,2.13880105293416,1.082776,0.0486232826216333,0.01,0.46,5,125,239.59,232,46.47,437.83,87.57,6.16,0.54,1.22,30.39,154.04,13.59,"sample_00001-284","22.09.22",0,0,"autotrophic"
"sample_00001",39.551416,2.67759800333879,1028.89602,66.1165222735588,118.8625428,5.36450643859301,43.8619536,3.06670253598894,29.9190348,1.52558488477508,1.472448,0.155027076511211,0.04,0.52,5,125,279.39,279,55.88,427.84,85.57,5.99,0.46,1.07,26.73,149.71,11.42,"sample_00001-3","22.09.22",0,0,"autotrophic"
"sample_00001",39.281896,4.50799565972828,897.019919999999,137.002389813501,112.501548,7.92855402375724,42.9701112,3.58318893869098,26.6754708,4.49923097648985,1.663928,0.332789751897113,-0.03,0.59,5,125,173.09,172,34.34,432.04,86.41,6.35,0.21,1.33,33.33,158.82,5.34,"sample_00001-30","22.09.22",0,0,"autotrophic"
"sample_00001",21.075368,2.19504706223337,1114.32024,167.153232939418,125.2633248,7.86230505559809,40.8148308,3.53623475500302,34.6222836,2.94873241828214,1.182896,0.0991958655485978,0,0.44,5,125,323.31,323,64.66,448.09,89.62,8.36,0.44,1.51,37.86,209.1,11.08,"sample_00001-300","22.09.22",0,0,"autotrophic"
"sample_00001",33.723528,2.4817284090704,1487.77236,218.181533826198,139.4382276,10.6270226977022,47.5773264,3.69081653215317,39.6568548,3.9944338875128,1.207824,0.114610494931254,-0.2,0.67,5,125,113.04,73,14.53,382.05,76.41,5.47,0.18,1.12,27.99,136.69,4.52,"sample_00001-301","22.09.22",0,0,"autotrophic"
"sample_00001",26.271768,3.88797882672119,467.53686,74.2837055196918,77.291172,6.56515943556676,28.326672,2.61919127257146,20.977218,2.28872671268962,1.36608,0.198995971753685,0.13,0.73,5,125,90.63,88,17.68,411.12,82.22,7.48,0.26,1.61,40.14,186.92,6.59,"sample_00001-303","22.09.22",0,0,"autotrophic"
"sample_00001",22.653688,1.92010663941086,952.0011,104.455517659896,113.8839588,6.67526034805513,39.3264396,3.58711666755699,30.8947608,2.8458960015851,1.28668,0.190217049200253,-0.07,0.54,5,125,302.6,303,60.52,539.19,107.84,9.47,0.77,1.7,42.47,236.71,19.34,"sample_00001-311","22.09.22",0,0,"autotrophic"
"sample_00001",24.65624,3.32347437810727,862.7715,245.958120259266,108.4259844,19.1218424822691,39.9413592,8.01071474235869,27.2846556,3.26414900311937,1.474976,0.273001638421174,0.03,0.45,5,125,166.58,155,30.99,481.49,96.3,20.59,0.27,1.99,49.64,514.85,6.87,"sample_00001-319","22.09.22",0,0,"autotrophic"
